,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date
17951,Camberwell,12 Laxdale Rd,4,h,2610000.0,PI,Jellis,12/08/2017
17952,Camberwell,19 Warburton Rd,4,h,1985000.0,S,Jellis,12/08/2017
17954,Canterbury,13 Golding St,4,h,2100000.0,S,Noel,12/08/2017
17955,Canterbury,3 Leeds St,4,h,2725000.0,SA,Kay,12/08/2017
17956,Canterbury,11 Parlington St,4,h,3250000.0,VB,Jellis,12/08/2017
17957,Carnegie,29 Holywood Gr,3,h,1370000.0,S,Gary,12/08/2017
17958,Caroline Springs,25 Coppin La,4,h,870000.0,S,Barry,12/08/2017
17959,Carrum,2/10 Millicent Av,3,u,687500.0,S,Buxton,12/08/2017
17960,Carrum Downs,9 Talba Ct,3,h,552500.0,S,O'Brien,12/08/2017
17961,Caulfield,22 Masters St,2,h,1070000.0,S,Gary,12/08/2017
17962,Caulfield North,75 Normanby Rd,4,h,1925000.0,PI,Marshall,12/08/2017
17963,Chadstone,1/1 Dundee Av,4,h,995000.0,S,Woodards,12/08/2017
17964,Chadstone,16 Jacana Ct,5,h,1310000.0,S,McGrath,12/08/2017
17965,Cheltenham,4 Brownfield St,3,h,1275000.0,S,O'Brien,12/08/2017
17966,Cheltenham,10 Jack Rd,4,h,1200000.0,PI,Barry,12/08/2017
17967,Cheltenham,67 Oak Av,3,h,1095000.0,S,Barry,12/08/2017
17968,Chirnside Park,54 Meadowgate Dr,3,h,640000.0,SP,Barry,12/08/2017
17969,Clarinda,10 Boree Av,4,h,1241000.0,S,Woodards,12/08/2017
17970,Clayton,56 Eva St,4,h,1250000.0,SP,Ray,12/08/2017
17971,Clayton,2/46 Jaguar Dr,3,h,729500.0,S,Nelson,12/08/2017
17973,Clifton Hill,20 Hilton St,2,h,973000.0,S,Collins,12/08/2017
17974,Coburg,37 Ohea St,6,h,1100000.0,SP,Brad,12/08/2017
17975,Collingwood,3/8 Forest St,2,u,560000.0,S,Jellis,12/08/2017
17976,Collingwood,212/132 Smith St,2,u,615000.0,S,Beller,12/08/2017
17977,Craigieburn,16 Bottlebrush Rd,4,h,565000.0,S,Ray,12/08/2017
17978,Craigieburn,1 Consort Pl,4,h,615000.0,S,YPA,12/08/2017
17980,Craigieburn,40 Grove Rd,4,h,548000.0,SP,Stockdale,12/08/2017
17981,Craigieburn,27 Mountleigh Cct,3,h,555000.0,S,LJ,12/08/2017
17982,Craigieburn,12 Surrey Ct,3,h,716000.0,SP,Stockdale,12/08/2017
17983,Craigieburn,42 Valiant Cr,4,h,667500.0,S,LJ,12/08/2017
17984,Cranbourne,2A Hotham St,3,h,490000.0,S,Asset,12/08/2017
17985,Cranbourne,25 Springhill Dr,3,h,555000.0,S,Ray,12/08/2017
17987,Croydon,57A Binbrook Dr,3,h,730000.0,SP,Fletchers,12/08/2017
17988,Croydon,1 Monteith St,2,h,1080000.0,S,McGrath,12/08/2017
17989,Croydon,76 Plymouth Rd,3,h,702500.0,SA,Carter,12/08/2017
17991,Croydon North,8/25 Karingal St,2,u,505000.0,S,Max,12/08/2017
17992,Croydon North,45 Lyons Rd,3,h,766000.0,S,Jellis,12/08/2017
17993,Dandenong,3/111 Clow St,2,u,370000.0,S,Stockdale,12/08/2017
17994,Dandenong,8 Orgill St,2,h,488000.0,SP,O'Brien,12/08/2017
17995,Deepdene,1/5 Leonard St,4,t,1680000.0,S,Fletchers,12/08/2017
17996,Deer Park,4 Vincent St,3,h,665000.0,SP,hockingstuart,12/08/2017
17997,Delahey,7 Alexander Cl,3,h,475000.0,S,YPA,12/08/2017
17998,Diamond Creek,14 Fuller St,4,h,898000.0,SP,Mason,12/08/2017
17999,Diamond Creek,11 Wayland Ct,3,h,815000.0,S,Morrison,12/08/2017
18000,Diggers Rest,6 Tame St,6,h,615000.0,S,Leading,12/08/2017
18001,Dingley Village,28 Higgins Cl,4,h,915000.0,S,Buxton,12/08/2017
18002,Dingley Village,56 Jacks Av,3,h,736000.0,S,Buxton,12/08/2017
18003,Doncaster,15 Blossom Ct,3,h,1400000.0,PI,Barry,12/08/2017
18004,Doncaster,2/5 Kirton Ct,3,u,780000.0,VB,Fletchers,12/08/2017
18007,Donvale,30 Leslie St,5,h,1328000.0,S,Jellis,12/08/2017
18008,East Melbourne,502/1 Powlett St,2,u,1300000.0,SP,Caine,12/08/2017
18009,Edithvale,21 Langrigg Av,4,h,1200000.0,SP,hockingstuart,12/08/2017
18010,Eltham,132 Franklin St,3,h,830000.0,VB,Morrison,12/08/2017
18011,Eltham,17/1336 Main Rd,4,h,762000.0,S,Jellis,12/08/2017
18012,Eltham,44 Silver St,3,h,925000.0,SA,Peter,12/08/2017
18013,Eltham North,4 Colric Pl,3,h,900000.0,S,Fletchers,12/08/2017
18015,Elwood,25/5 Dickens St,1,u,559000.0,S,Chisholm,12/08/2017
18016,Elwood,2/27 Foam St,3,t,1225000.0,SP,Marshall,12/08/2017
18017,Elwood,4 Kendall St,4,h,3175000.0,S,Marshall,12/08/2017
18018,Elwood,12/37 Tennyson St,2,u,520000.0,S,Biggin,12/08/2017
18019,Epping,17 Brigantia St,4,h,550000.0,SP,Barry,12/08/2017
18020,Epping,8 Brownlow Cr,3,h,561000.0,S,hockingstuart,12/08/2017
18021,Epping,5 Combe Ct,3,h,556000.0,S,hockingstuart,12/08/2017
18022,Epping,14 Garth Pl,3,h,441000.0,S,HAR,12/08/2017
18023,Epping,99 Peppercorn Pde,3,h,552000.0,S,Love,12/08/2017
18024,Essendon,11 Banchory St,4,h,2165000.0,S,Nelson,12/08/2017
18025,Essendon,127 Deakin St,2,h,1280000.0,S,Nelson,12/08/2017
18026,Essendon,75 Deakin St,3,h,1165000.0,S,Barry,12/08/2017
18027,Essendon,25 Hesleden St,5,h,2050000.0,PI,Bullen,12/08/2017
18028,Essendon,32 Roberts St,4,h,1500000.0,S,Nelson,12/08/2017
18030,Fawkner,10 Baird St,5,h,900000.0,VB,hockingstuart,12/08/2017
18031,Fawkner,6 Brooks St,3,h,700000.0,VB,hockingstuart,12/08/2017
18032,Fawkner,50 Major Rd,1,h,515000.0,S,hockingstuart,12/08/2017
18033,Ferntree Gully,11 Aitken Ct,3,h,904000.0,SP,LJ,12/08/2017
18034,Ferntree Gully,8 Lancia Ct,4,h,805000.0,S,Stockdale,12/08/2017
18036,Fitzroy,389 Gore St,3,h,2700000.0,VB,Kay,12/08/2017
18037,Fitzroy,411/416 Gore St,3,u,1060000.0,PI,Jellis,12/08/2017
18038,Fitzroy,302/424 Gore St,1,u,545000.0,S,Jellis,12/08/2017
18041,Fitzroy,122 Nicholson St,4,h,3200000.0,VB,Nelson,12/08/2017
18042,Fitzroy North,40 Newry St,3,h,1705000.0,S,Nelson,12/08/2017
18043,Fitzroy North,75/682 Nicholson St,3,u,850250.0,S,Woodards,12/08/2017
18044,Flemington,25 Elm St,3,h,1220000.0,SP,Nelson,12/08/2017
18045,Footscray,101/26 Beaurepaire Pde,2,u,455000.0,SP,Jas,12/08/2017
18046,Footscray,12/26 Park St,2,t,575000.0,SA,Nelson,12/08/2017
18047,Forest Hill,4/13 Glen Valley Rd,1,h,360000.0,SP,Ray,12/08/2017
18049,Frankston,50 Brooklyn Av,3,h,610000.0,S,O'Brien,12/08/2017
18050,Frankston,2/41 Leonard St,3,u,550000.0,VB,hockingstuart,12/08/2017
18051,Frankston South,5 Palmerston Cr,3,h,850000.0,VB,hockingstuart,12/08/2017
18052,Gisborne,42 Kilmore Rd,3,h,775000.0,S,Raine,12/08/2017
18053,Gladstone Park,245 Carrick Dr,3,h,629000.0,SP,Barry,12/08/2017
18054,Gladstone Park,1/96 Carrick Dr,3,h,452500.0,S,Barry,12/08/2017
18056,Glen Iris,26 Audrey Cr,5,h,3400000.0,S,Marshall,12/08/2017
18057,Glen Iris,11/1419 High St,1,u,320000.0,VB,Jellis,12/08/2017
18058,Glen Iris,13/4 Hillside Pde,2,u,839000.0,S,Marshall,12/08/2017
18059,Glen Iris,20 Madeline St,3,h,1690000.0,S,Jellis,12/08/2017
18060,Glen Iris,15 Renwick St,4,h,2165000.0,S,Marshall,12/08/2017
18062,Glen Iris,5 Ventich St,5,h,2215000.0,S,Marshall,12/08/2017
18063,Glen Iris,5/31 Yeovil Rd,2,u,851000.0,S,Marshall,12/08/2017
18064,Glen Iris,11 Young St,3,h,1910000.0,S,Marshall,12/08/2017
18065,Glen Waverley,42 Caithness Cr,3,h,1311000.0,S,Harcourts,12/08/2017
18068,Glenroy,4/10 Gladstone Pde,2,u,565000.0,SP,Nelson,12/08/2017
18069,Glenroy,111 Loongana Av,3,h,770000.0,PI,Barry,12/08/2017
18070,Glenroy,45 Stanley St,2,h,1220000.0,S,Stockdale,12/08/2017
18071,Greensborough,55 Booyan Cr,3,h,714000.0,S,Barry,12/08/2017
18072,Greensborough,142 Elder St,3,h,815000.0,S,Nelson,12/08/2017
18075,Greensborough,8 Omaru Ri,3,h,821000.0,S,Darren,12/08/2017
18077,Hampton East,68 Spring Rd,3,h,1345000.0,SA,Buxton,12/08/2017
18078,Hawthorn,38/44 Burwood Rd,2,u,630000.0,SP,Caine,12/08/2017
18079,Hawthorn,9/454 Burwood Rd,1,u,420000.0,S,hockingstuart,12/08/2017
18080,Hawthorn,5 Connell St,2,h,1857000.0,S,Jellis,12/08/2017
18082,Hawthorn,3/165 Power St,1,u,370000.0,VB,Jellis,12/08/2017
18083,Hawthorn,3/31 Robinson Rd,3,h,1500000.0,PI,Jellis,12/08/2017
18084,Hawthorn,10 Through St,3,h,1425000.0,VB,Jellis,12/08/2017
18085,Hawthorn,13 Violet Gr,3,h,1910000.0,S,Jellis,12/08/2017
18086,Hawthorn,3/20 Yarra Gr,3,h,1485000.0,S,Marshall,12/08/2017
18087,Hawthorn East,2/23 Harold St,1,u,505000.0,SP,Noel,12/08/2017
18088,Hawthorn East,1/50 Leura Gr,2,u,595000.0,S,Jellis,12/08/2017
18089,Hawthorn East,4/61 Mayston St,1,u,560000.0,VB,Jellis,12/08/2017
18090,Hawthorn East,211 Rathmines Rd,3,h,2825000.0,VB,Jellis,12/08/2017
18091,Heathmont,11 Atunga Ct,4,h,1031000.0,S,Fletchers,12/08/2017
18092,Heathmont,38 Daisy St,3,h,1040000.0,S,Philip,12/08/2017
18093,Heathmont,23 Viviani Cr,3,h,912000.0,S,Ray,12/08/2017
18094,Heidelberg,8/75 Hawdon St,2,u,450000.0,VB,Mason,12/08/2017
18095,Heidelberg,32 Powlett St,3,h,1250000.0,S,Miles,12/08/2017
18096,Heidelberg Heights,21 Eden St,2,h,650000.0,PI,Barry,12/08/2017
18097,Heidelberg Heights,23 Eden St,3,h,680000.0,S,Barry,12/08/2017
18098,Heidelberg Heights,97 Edwin St,4,h,1645000.0,PI,Fletchers,12/08/2017
18099,Heidelberg Heights,4/32 Montgomery St,3,u,720000.0,VB,Miles,12/08/2017
18100,Heidelberg Heights,396 Waterdale Rd,3,h,697500.0,PI,Nelson,12/08/2017
18101,Heidelberg Heights,564 Waterdale Rd,3,h,810000.0,S,Ray,12/08/2017
18103,Heidelberg West,7/459 Waterdale Rd,2,u,463000.0,S,hockingstuart,12/08/2017
18104,Highett,72b Beaumaris Pde,3,t,1395000.0,PI,Purplebricks,12/08/2017
18105,Highett,3 Port St,3,h,1242000.0,S,Greg,12/08/2017
18106,Highett,4/27 Wilson St,2,u,677500.0,S,Hodges,12/08/2017
18107,Hillside,96 Glenbruar Dr,4,h,580000.0,SP,YPA,12/08/2017
18110,Hoppers Crossing,7 Berberis Pl,4,h,540000.0,S,Barry,12/08/2017
18112,Hoppers Crossing,182 Morris Rd,3,h,516000.0,S,hockingstuart,12/08/2017
18113,Hughesdale,10 Bowen St,4,h,1570000.0,VB,Barry,12/08/2017
18114,Hurstbridge,40 Anzac Av,5,h,790000.0,S,Mason,12/08/2017
18115,Ivanhoe,19 Belmont Rd,2,h,2400000.0,S,Fletchers,12/08/2017
18116,Ivanhoe,6 Edwin St,3,h,950000.0,VB,Nelson,12/08/2017
18118,Jacana,47 Lorraine Cr,3,h,550000.0,SP,Morrison,12/08/2017
18119,Keilor,1/14 Hislop St,3,u,650000.0,SP,Brad,12/08/2017
18120,Keilor East,20A Etka Av,4,t,1022000.0,S,Nelson,12/08/2017
18121,Keilor East,50 Milleara Rd,3,h,850000.0,S,Barry,12/08/2017
18122,Keilor East,1/74 Parkside Av,3,t,518500.0,SP,Nelson,12/08/2017
18123,Kensington,33 Kensington Rd,3,h,1225000.0,SP,Nelson,12/08/2017
18124,Kew,64 Adeney Av,5,h,2660000.0,S,Marshall,12/08/2017
18125,Kew,56 Hartington St,3,h,1510000.0,PI,Marshall,12/08/2017
18126,Kew,31/380 High St,2,u,802000.0,S,Marshall,12/08/2017
18128,Kew,3/33 Parkhill Rd,3,t,1007000.0,S,Nelson,12/08/2017
18129,Kew,43 Rowland St,7,h,4050000.0,S,Marshall,12/08/2017
18130,Kew,2 Tregarron Av,4,h,2550000.0,S,Marshall,12/08/2017
18131,Kew,3/32 Wimba Av,2,u,860000.0,VB,Jellis,12/08/2017
18132,Kew East,6 Hamilton St,2,h,1840000.0,S,Jellis,12/08/2017
18134,Kew East,4 Meldrum St,4,h,1750000.0,VB,Jellis,12/08/2017
18135,Keysborough,3 Scotch Av,2,t,688000.0,S,iSell,12/08/2017
18136,Kingsville,3/14 Edgar St,3,u,570000.0,VB,Jas,12/08/2017
18137,Kingsville,182 Williamstown Rd,3,h,900000.0,SP,Jas,12/08/2017
18138,Kurunjang,17 Narebar Ct,4,h,345000.0,S,Reliance,12/08/2017
18139,Lalor,312 Edgars Rd,3,h,570000.0,S,HAR,12/08/2017
18140,Lalor,2/115 Messmate St,2,t,454500.0,S,HAR,12/08/2017
18141,Lalor,83 Rotino Cr,3,t,463000.0,S,HAR,12/08/2017
18142,Langwarrin,5 Athol Ct,3,h,650000.0,VB,O'Brien,12/08/2017
18143,Langwarrin,24 Lang Rd,2,h,482000.0,S,Community,12/08/2017
18146,Lower Plenty,1/29 Main Rd,2,u,420000.0,VB,Fletchers,12/08/2017
18147,MacLeod,275 Greensborough Rd,3,h,682000.0,S,Barry,12/08/2017
18148,Maidstone,3/25 Cathcart St,2,t,642500.0,S,Biggin,12/08/2017
18149,Maidstone,16A Madden St,3,h,798000.0,PI,Biggin,12/08/2017
18150,Maidstone,47A Madden St,3,h,755000.0,S,Jas,12/08/2017
18151,Maidstone,3/13 Winston St,3,t,710000.0,PI,Jas,12/08/2017
18152,Malvern,20 Coonil Cr,4,h,4050000.0,S,Hodges,12/08/2017
18154,Malvern,1219 Malvern Rd,3,h,1650000.0,S,Marshall,12/08/2017
18155,Malvern,30 Warner St,3,h,2020000.0,PI,Marshall,12/08/2017
18156,Malvern East,34 Kerferd St,4,h,3000000.0,VB,Marshall,12/08/2017
18157,Malvern East,431 Wattletree Rd,3,h,2500000.0,PI,Jellis,12/08/2017
18158,Malvern East,641 Waverley Rd,3,h,2500000.0,VB,RT,12/08/2017
18159,Maribyrnong,4/34 Bloomfield Av,2,t,760000.0,S,Jellis,12/08/2017
18160,Maribyrnong,13 Cedar Dr,3,h,1200000.0,SP,Biggin,12/08/2017
18161,Maribyrnong,2/10 Pridham St,3,t,940000.0,S,Biggin,12/08/2017
18164,McKinnon,41 McKinnon Rd,2,h,1200000.0,SP,Buxton,12/08/2017
18165,McKinnon,239B Tucker Rd,4,t,1800800.0,SP,Jellis,12/08/2017
18166,Melbourne,21/58 Queens Rd,1,u,605000.0,SA,hockingstuart,12/08/2017
18167,Melton,62 Oneills Rd,4,h,375000.0,SP,FN,12/08/2017
18168,Melton West,7 Haywood Gr,4,h,600000.0,S,hockingstuart,12/08/2017
18169,Mentone,6 Dallas St,3,h,900000.0,VB,Buxton,12/08/2017
18170,Mentone,3/24 Milan St,3,t,1500000.0,S,Buxton,12/08/2017
18171,Mentone,4/24 Milan St,3,t,1500000.0,S,Buxton,12/08/2017
18172,Mentone,5 Napier St,4,h,2025000.0,S,Greg,12/08/2017
18173,Mernda,4 Vasari Gdns,4,h,630000.0,S,Love,12/08/2017
18174,Mill Park,17B Buick Cr,3,h,522000.0,S,Ray,12/08/2017
18175,Mitcham,9 Davison St,3,h,1071000.0,S,Noel,12/08/2017
18176,Mitcham,9/21 Doncaster East Rd,3,t,973000.0,S,Noel,12/08/2017
18177,Mitcham,1e Victoria Av,3,t,880000.0,S,Fletchers,12/08/2017
18179,Montmorency,8 Grand Bvd,3,h,881100.0,SP,Buckingham,12/08/2017
18180,Moonee Ponds,38 Bent St,2,h,1060000.0,S,Nelson,12/08/2017
18181,Moonee Ponds,39 Taylor St,3,h,1225000.0,VB,Jellis,12/08/2017
18182,Mooroolbark,39 Diane Cr,3,h,930000.0,S,Fletchers,12/08/2017
18183,Mordialloc,8 Ashmore Av,4,h,1800000.0,SP,Buxton,12/08/2017
18184,Mordialloc,6 Winterset Cl,4,h,1440000.0,S,Hodges,12/08/2017
18185,Mount Waverley,1/37 Bennett Av,3,t,900000.0,SA,Fletchers,12/08/2017
18186,Mount Waverley,1/21 Herbert St,2,u,730000.0,S,Buxton,12/08/2017
18188,Mount Waverley,44 William St,5,h,2558000.0,S,McGrath,12/08/2017
18189,Mulgrave,95 Wanda St,4,h,1001000.0,SP,Noel,12/08/2017
18190,Narre Warren,6 Forsyth Ct,4,h,655000.0,S,O'Brien,12/08/2017
18191,Newport,77 Farm St,2,h,1050000.0,PI,Burnham,12/08/2017
18192,Newport,5/13 Liley St,3,t,730000.0,S,Williams,12/08/2017
18193,Newport,50 Peel St,3,h,1195000.0,SP,Williams,12/08/2017
18194,Newport,46A Schutt St,4,h,923000.0,S,Williams,12/08/2017
18196,Newport,2/22 Thorpe St,2,u,600000.0,S,RT,12/08/2017
18197,Niddrie,45 Muriel St,3,h,1230000.0,S,Barry,12/08/2017
18199,Noble Park,1/6 Kirk St,3,t,622000.0,S,iSell,12/08/2017
18200,North Melbourne,60 Arden St,4,h,1475000.0,S,Jellis,12/08/2017
18201,North Melbourne,50/171 Flemington Rd,2,u,450000.0,VB,Jellis,12/08/2017
18202,North Melbourne,19/49 Haines St,2,u,525000.0,PI,Woodards,12/08/2017
18204,Northcote,41 Barry St,3,h,1225000.0,S,Woodards,12/08/2017
18206,Northcote,105/2 Beavers Rd,2,u,520000.0,PI,McGrath,12/08/2017
18207,Northcote,40 Gadd St,4,h,1955000.0,SP,McGrath,12/08/2017
18208,Northcote,21 Simpson St,3,h,2775000.0,S,McGrath,12/08/2017
18209,Northcote,303/231 St Georges Rd,2,u,673000.0,S,McGrath,12/08/2017
18210,Nunawading,23 High St,3,h,1310000.0,S,Fletchers,12/08/2017
18212,Oakleigh,6 Gillon Ct,4,h,1415000.0,S,Woodards,12/08/2017
18213,Oakleigh South,3/6 Reid St,2,u,601000.0,SP,Ray,12/08/2017
18215,Ormond,12/26 Lillimur Rd,2,u,440000.0,VB,Gary,12/08/2017
18216,Ormond,22/30 Lillimur Rd,1,u,370000.0,S,Woodards,12/08/2017
18217,Parkdale,8 Hicks St,3,h,1051000.0,S,Ray,12/08/2017
18218,Parkdale,1/41 Seventh St,3,t,1206000.0,S,Buxton,12/08/2017
18219,Parkdale,2/31 Victoria St,3,t,915000.0,S,Purplebricks,12/08/2017
18220,Pascoe Vale,1/22 Archibald St,3,t,900000.0,S,Nelson,12/08/2017
18221,Pascoe Vale,2/20 Bristol Rd,3,t,550000.0,PI,Ray,12/08/2017
18222,Pascoe Vale,4/46 Kent Rd,2,t,500000.0,SP,Eview,12/08/2017
18223,Pascoe Vale,14 Oakbank Gr,3,h,940000.0,S,Brad,12/08/2017
18224,Pascoe Vale,114/15 Pascoe St,2,u,412500.0,S,Barry,12/08/2017
18225,Pascoe Vale,2/566 Pascoe Vale Rd,1,u,257500.0,S,Brad,12/08/2017
18226,Pascoe Vale,4/566 Pascoe Vale Rd,1,u,257500.0,S,Brad,12/08/2017
18227,Pascoe Vale,17 Valerie St,3,h,1114000.0,S,Brad,12/08/2017
18228,Pascoe Vale,1/3 Virginia St,2,h,635000.0,S,Nelson,12/08/2017
18229,Point Cook,4 Hewett Dr,3,h,520000.0,SP,LJ,12/08/2017
18230,Point Cook,133 Lennon Bvd,4,h,715000.0,S,S&L,12/08/2017
18231,Port Melbourne,25 Barak Rd,3,h,1900000.0,VB,Marshall,12/08/2017
18232,Port Melbourne,202/90 Beach St,2,u,1480000.0,S,Cayzer,12/08/2017
18233,Port Melbourne,4 Beacon Vs,4,h,2200000.0,VB,Marshall,12/08/2017
18234,Port Melbourne,305/38 Nott St,2,u,760000.0,S,Chisholm,12/08/2017
18235,Prahran,19 Airlie Av,4,h,2635000.0,S,Jellis,12/08/2017
18236,Prahran,95 Chomley St,2,h,1250000.0,S,Biggin,12/08/2017
18237,Prahran,4/24 Grandview Gr,1,u,400000.0,VB,hockingstuart,12/08/2017
18240,Prahran,9 Larnook St,3,h,1705000.0,SA,hockingstuart,12/08/2017
18241,Prahran,8 Linden Ct,4,h,4200000.0,S,Marshall,12/08/2017
18242,Prahran,11A Percy St,2,h,1310000.0,S,hockingstuart,12/08/2017
18243,Prahran,20/20 St Edmonds Rd,2,u,626000.0,S,hockingstuart,12/08/2017
18244,Preston,19 Bruce St,3,h,1270000.0,S,Nelson,12/08/2017
18245,Preston,210 Gower St,3,h,980000.0,S,Nelson,12/08/2017
18246,Preston,1/20 Laurel St,2,u,460700.0,SP,Harcourts,12/08/2017
18247,Preston,66 McNamara St,4,h,1148000.0,S,Nelson,12/08/2017
18250,Princes Hill,78 Arnold St,3,h,1540000.0,S,Collins,12/08/2017
18251,Reservoir,32A Broadhurst Av,4,h,1210000.0,S,Barry,12/08/2017
18252,Reservoir,13 Clinnick St,3,h,935000.0,S,Nelson,12/08/2017
18253,Reservoir,22 Dyson St,3,h,510000.0,S,Stockdale,12/08/2017
18254,Reservoir,39 Gertz Av,5,h,861000.0,S,HAR,12/08/2017
18255,Reservoir,1053 High St,3,h,732000.0,S,Stockdale,12/08/2017
18257,Reservoir,2/33 Nisbett St,2,t,360000.0,VB,RW,12/08/2017
18258,Reservoir,13 Nutwood St,4,h,755000.0,SP,Ray,12/08/2017
18259,Reservoir,12 Odowd St,2,h,640000.0,PI,Barry,12/08/2017
18260,Reservoir,1/72 Pine St,1,u,325000.0,S,Barry,12/08/2017
18262,Reservoir,52 Powell St,4,h,1200000.0,S,Nelson,12/08/2017
18264,Richmond,6/1 Ellis St,2,u,595000.0,S,Biggin,12/08/2017
18268,Richmond,3/21 Somerset St,2,u,590000.0,SP,Jellis,12/08/2017
18270,Ringwood,12 Gordon Ct,3,h,1450000.0,VB,McGrath,12/08/2017
18271,Ringwood,6A Heather Gr,3,h,800000.0,S,RW,12/08/2017
18272,Ringwood,1/14 Paxton St,2,u,655000.0,S,Carter,12/08/2017
18273,Ringwood North,41 Felix Cr,4,h,812000.0,SP,Appleby,12/08/2017
18274,Rosanna,157 Bellevue Av,3,h,1400000.0,PI,Fletchers,12/08/2017
18276,Rosanna,7 Pilgrim Ct,5,h,1170000.0,S,Miles,12/08/2017
18278,Rowville,38 Armstrong Dr,5,h,970000.0,S,Harcourts,12/08/2017
18279,Sandringham,26 Kirkwood Av,5,h,3350000.0,VB,Buxton,12/08/2017
18280,Sandringham,76 Vincent St,5,h,2255000.0,S,Buxton,12/08/2017
18281,Scoresby,5 Drysdale Ct,3,h,870000.0,SP,hockingstuart,12/08/2017
18282,Seddon,124 Albert St,4,h,1870000.0,S,Jas,12/08/2017
18284,South Melbourne,13/297 Dorcas St,3,t,1750000.0,VB,Greg,12/08/2017
18285,South Melbourne,426 Dorcas St,4,h,1800000.0,VB,Greg,12/08/2017
18286,South Melbourne,173 Nelson Rd,4,h,3825000.0,S,Greg,12/08/2017
18290,South Morang,15 Vincent Dr,4,h,485000.0,S,Love,12/08/2017
18291,South Yarra,2/1 Alexandra Av,2,u,1350000.0,S,Kay,12/08/2017
18292,South Yarra,18/27 Avoca St,2,u,621000.0,S,Jellis,12/08/2017
18293,South Yarra,44/100 Commercial Rd,3,u,940000.0,S,hockingstuart,12/08/2017
18294,South Yarra,10/20 Cromwell Rd,1,u,410000.0,PI,Jellis,12/08/2017
18295,South Yarra,2/12 Kensington Rd,2,u,980000.0,SP,Jellis,12/08/2017
18296,South Yarra,104/5 Wilson St,1,u,380000.0,PI,hockingstuart,12/08/2017
18297,Southbank,17/30 Miles St,2,u,625000.0,S,hockingstuart,12/08/2017
18299,Springvale,67 Glendale Rd,6,h,917000.0,S,Barry,12/08/2017
18301,St Albans,38 Charlbury Gr,4,h,632500.0,S,YPA,12/08/2017
18304,St Albans,148 Power St,3,h,702000.0,SP,Sweeney,12/08/2017
18306,St Kilda,12/14 Chapel St,2,u,701000.0,SP,McGrath,12/08/2017
18307,St Kilda,48 Greeves St,4,h,1600000.0,VB,Gary,12/08/2017
18309,Strathmore,78 Bulla Rd,7,h,2000000.0,SP,Nelson,12/08/2017
18310,Strathmore,5 Kilburn St,4,h,1610000.0,S,Considine,12/08/2017
18311,Strathmore,38 Upland Rd,3,h,1742000.0,S,Barry,12/08/2017
18312,Strathmore,47 York St,3,h,1016000.0,S,Considine,12/08/2017
18314,Sunshine,75 Duke St,3,h,700000.0,SP,S&L,12/08/2017
18315,Sunshine,2/49 Hampshire Rd,2,u,532500.0,S,Jas,12/08/2017
18316,Sunshine,3/7 Station Pl,2,t,615000.0,S,Jas,12/08/2017
18317,Sunshine,80 Wright St,2,h,615000.0,SP,Barry,12/08/2017
18318,Sunshine West,60 Murray St,3,h,650000.0,VB,hockingstuart,12/08/2017
18319,Surrey Hills,37 Newton St,5,h,2400000.0,VB,Fletchers,12/08/2017
18320,Surrey Hills,3/51 Park Rd,3,t,938000.0,S,Jellis,12/08/2017
18322,Surrey Hills,66 Union Rd,4,h,2290000.0,SA,Fletchers,12/08/2017
18323,Surrey Hills,424 Whitehorse Rd,3,h,1775000.0,PI,Jellis,12/08/2017
18324,Sydenham,8 Stockyard Cl,3,h,659500.0,S,Purplebricks,12/08/2017
18325,Tarneit,37 Tyler Cr,4,h,505000.0,SP,Purplebricks,12/08/2017
18326,Tarneit,4 Welford St,4,h,560000.0,SP,Reliance,12/08/2017
18327,Taylors Lakes,21 Fastnet Dr,4,h,701000.0,S,Prof.,12/08/2017
18328,Templestowe,7 Atkinson St,4,h,2600000.0,S,Jellis,12/08/2017
18329,Templestowe,67 Hawtin St,4,h,1205000.0,S,Barry,12/08/2017
18330,Templestowe,270 Serpells Rd,5,h,1750000.0,PI,Ray,12/08/2017
18331,Templestowe,25 Templemore Dr,4,h,1350000.0,VB,Jellis,12/08/2017
18332,Templestowe,5 Timothy Ct,5,h,2300000.0,PI,Ray,12/08/2017
18333,Templestowe,4 Wynnewood Ct,5,h,2330000.0,S,Barry,12/08/2017
18334,Templestowe Lower,9a Balmoral Aveue,3,h,1035000.0,SA,Ray,12/08/2017
18335,Templestowe Lower,38 Caroline Dr,3,h,1350000.0,S,Jellis,12/08/2017
18336,Templestowe Lower,53 Fyfe Dr,5,h,1410000.0,PI,Barry,12/08/2017
18337,Templestowe Lower,1/17 Howitt Dr,4,t,1120000.0,PI,Barry,12/08/2017
18338,Templestowe Lower,24 Marcus Rd,3,h,1204000.0,S,Ray,12/08/2017
18339,The Basin,14 Bayview Cr,3,h,610000.0,S,iTRAK,12/08/2017
18340,Thomastown,8 Barbara Ct,4,h,760000.0,PI,hockingstuart,12/08/2017
18341,Thomastown,5 Natalie Ct,3,h,670000.0,S,HAR,12/08/2017
18342,Thornbury,189A Miller St,2,t,675000.0,S,Nelson,12/08/2017
18343,Toorak,3/716 Orrong Rd,3,u,1860000.0,S,Scott,12/08/2017
18344,Toorak,9/758 Orrong Rd,3,u,1400000.0,VB,Marshall,12/08/2017
